Timestamp;ortsnetztrafo_Strom_L1;ortsnetztrafo_Strom_L2;ortsnetztrafo_Strom_L3;ortsnetztrafo_Spannung_L1N;ortsnetztrafo_Spannung_L2N;ortsnetztrafo_Spannung_L3N;ortsnetztrafo_Spannung_L12;ortsnetztrafo_Spannung_L23;ortsnetztrafo_Spannung_L31;ortsnetztrafo_Scheinleistung_L1;ortsnetztrafo_Scheinleistung_L2;ortsnetztrafo_Scheinleistung_L3;ortsnetztrafo_Wirkleistung_L1;ortsnetztrafo_Wirkleistung_L2;ortsnetztrafo_Wirkleistung_L3;ortsnetztrafo_Blindleistung_L1;ortsnetztrafo_Blindleistung_L2;ortsnetztrafo_Blindleistung_L3;ortsnetztrafo_Leistungsfaktor_L1;ortsnetztrafo_Leistungsfaktor_L2;ortsnetztrafo_Leistungsfaktor_L3;ortsnetztrafo_Frequenz;ortsnetztrafo_Scheinleistung_gesamt;ortsnetztrafo_Wirkleistung_gesamt;ortsnetztrafo_Blindleistung_gesamt;ortsnetztrafo_Leistungsfaktor_gesamt;smartmeter_Strom Phase L1;smartmeter_Strom Phase L2;smartmeter_Strom Phase L3;smartmeter_Strom gesamt;smartmeter_Spannung U1-N;smartmeter_Spannung U2-N;smartmeter_Spannung U3-N;smartmeter_Spannung U12;smartmeter_Spannung U23;smartmeter_Spannung U31;smartmeter_Wirkleistung gesamt;smartmeter_Wirkleistung Phase 1;smartmeter_Wirkleistung Phase 2;smartmeter_Wirkleistung Phase 3;smartmeter_Blindleistung gesamt;smartmeter_Blindleistung Phase 1;smartmeter_Blindleistung Phase 2;smartmeter_Blindleistung Phase 3;smartmeter_Scheinleistung gesamt;smartmeter_Scheinleistung Phase 1;smartmeter_Scheinleistung Phase 2;smartmeter_Scheinleistung Phase 3;smartmeter_Powerfactor gesamt;smartmeter_Powerfactor Phase 1;smartmeter_Powerfactor Phase 2;smartmeter_Powerfactor Phase 3;smartmeter_Frequenz;wechselrichter_Status;wechselrichter_Frequenz [Hz];wechselrichter_Strom Phase L1 [A];wechselrichter_Strom Phase L2 [A];wechselrichter_Strom Phase L3 [A];wechselrichter_Spannung U1-N [V];wechselrichter_Spannung U2-N [V];wechselrichter_Spannung U3-N [V];wechselrichter_Spannung U12 [V];wechselrichter_Spannung U23 [V];wechselrichter_Spannung U31 [V];wechselrichter_Wirkleistung gesamt [W];wechselrichter_Blindleistung gesamt [var];wechselrichter_Scheinleistung gesamt [VA];wechselrichter_Powerfactor gesamt;wechselrichter_Lebensdauer Energie [Wh];wechselrichter_DC Leistung gesamt [W];sim_data_timestamp;sim_data_pv_power_mpp;sim_data_voltage_mpp;sim_data_amps_mpp;sim_data_load_power_total;sim_data_load_power_phase;sim_data_expected_power;sim_data_expected_power_wr
24.04.2026 18:54;0.42657092213630676;0.21747420728206635;0.2158752828836441;233.670166015625;234.11456298828125;234.89093017578125;405.11248779296875;406.2562255859375;406.0294494628906;98.9295425415039;50.66297912597656;50.92019271850586;16.95345115661621;13.27443790435791;9.873262405395508;-50.0528450012207;13.961162567138672;17.791040420532227;0.18688906729221344;0.27375635504722595;0.22699008882045746;49.95355987548828;204.5397186279297;46.7477912902832;6.435453414916992;0.22874081134796143;-0.4189999997615814;-0.07500000298023224;-0.2290000021457672;-0.7229999899864197;251.89999389648438;249.3000030517578;248.8000030517578;434.0;431.5;433.70001220703125;-21.200000762939453;-3.9000000953674316;-7.199999809265137;-10.0;-23.2000007629394;-60.7000007629394;17.7999992370605;19.7000007629394;102.19999694824219;60.5;19.200000762939453;22.0;-0.6330000162124634;-0.04899999871850014;0.31200000643730164;0.414000004529953;49.900001525878906;MPPT;49.96906280517578;0.3042084276676178;0.29833412170410156;0.3094736933708191;250.73814392089844;248.3095703125;247.7798614501953;431.99822998046875;428.9592590332031;432.5932312011719;225.85482788085938;-18.926889419555664;226.646484375;99.65071105957031;242805.265625;268.75079345703125;13.07.2016 05:15;267.30998145183236;580.793614734601;0.460249518366317;199.9972876207009;66;-61.96649420209479;-261.9637818227957
24.04.2026 18:55;0.4637024998664856;0.35654956102371216;0.36442115902900696;233.96807861328125;234.29660034179688;235.195068359375;405.35504150390625;406.6076354980469;406.2064514160156;106.85183715820312;82.03729248046875;82.94898986816406;-49.78470993041992;-48.0316276550293;-53.73754119873047;-40.05611038208008;26.872316360473633;26.4813175201416;0.456024169921875;0.6248753666877747;0.6721943616867065;49.94831848144531;262.9468994140625;-149.42776489257812;22.201942443847656;0.570083737373352;-0.546999990940094;-0.41499999165534973;-0.4180000126361847;-1.3799999952316284;252.1999969482422;249.5;249.3000030517578;434.70001220703125;432.1000061035156;434.3999938964844;-247.1999969482422;-79.4000015258789;-83.0;-84.5999984741211;-43.2000007629394;-67.5999984741211;11.6000003814697;12.6999998092651;276.0;104.69999694824219;84.5999984741211;86.5999984741211;-0.984000027179718;-0.7490000128746033;0.9890000224113464;0.9879999756813049;49.900001525878906;MPPT;49.96273422241211;0.5979734659194946;0.5910184979438782;0.6021159887313843;251.10861206054688;248.71925354003906;248.20599365234375;432.6727294921875;429.7496032714844;433.21533203125;446.43353271484375;-1.3211567401885986;446.43548583984375;99.99956512451172;242805.265625;495.2740783691406;13.07.2016 05:30;534.6199629036647;582.6059380523311;0.9176356229579724;199.9972876207009;66;-323.9302760248905;-523.9275636455914
24.04.2026 18:55;0.7368198037147522;0.7137817144393921;0.7395951151847839;233.81002807617188;234.2505645751953;235.07005310058594;405.2554626464844;406.4524230957031;406.08355712890625;171.1090087890625;166.89662170410156;173.3379364013672;-148.41928100585938;-152.04763793945312;-161.53565979003906;-26.794300079345703;41.85466003417969;37.44773483276367;0.8604763150215149;0.9188176989555359;0.9409844279289246;49.968528747558594;508.552490234375;-462.4298095703125;53.90373229980469;0.9066182374954224;-0.8820000290870667;-0.8199999928474426;-0.8240000009536743;-2.5260000228881836;252.8000030517578;250.10000610351562;249.60000610351562;435.5;432.70001220703125;435.0;-585.7000122070312;-192.6999969482422;-195.1999969482422;-197.1999969482422;-37.9000015258789;-65.5999984741211;13.6000003814697;13.8999996185302;597.0;203.5;195.6999969482422;197.6999969482422;-0.9980000257492065;-0.9470000267028809;0.9980000257492065;0.9980000257492065;49.900001525878906;MPPT;49.977577209472656;1.0030760765075684;0.9960978627204895;1.0075676441192627;251.57354736328125;248.80233764648438;248.51966857910156;433.23748779296875;430.0124816894531;433.88128662109375;748.3023681640625;-5.042882919311523;748.3193969726562;99.99772644042969;242805.265625;796.2350463867188;13.07.2016 05:45;801.929944355497;584.4182613700611;1.3721849527349124;161.9019203645438;53;-623.9894251038432;-785.891345468387
24.04.2026 18:56;1.0971847772598267;1.097792148590088;1.13748037815094;233.93190002441406;234.1351776123047;234.90370178222656;405.3839416503906;406.2272644042969;406.08441162109375;256.94842529296875;257.2965393066406;266.4936218261719;-244.07957458496094;-247.42462158203125;-259.0048828125;-17.93242835998535;51.7766227722168;45.023658752441406;0.9496869444847107;0.9638121128082275;0.974387526512146;49.97077560424805;781.033447265625;-752.2271728515625;74.18186950683594;0.9603951573371887;-1.2580000162124634;-1.2269999980926514;-1.2309999465942383;-3.7160000801086426;252.5;249.89999389648438;249.3000030517578;435.0;432.29998779296875;434.5;-896.9000244140625;-296.8999938964844;-300.20001220703125;-301.70001220703125;-44.7000007629394;-67.6999969482421;12.1999998092651;10.6999998092651;907.0;304.6000061035156;300.5;301.8999938964844;-0.9990000128746033;-0.9750000238418579;0.9990000128746033;0.9990000128746033;49.900001525878906;MPPT;49.97879409790039;1.3485835790634155;1.3410873413085938;1.3522772789001465;251.6114959716797;248.96212768554688;248.2996368408203;433.3183898925781;430.02081298828125;433.75537109375;1008.95556640625;-2.4542391300201416;1008.9585571289062;99.99970245361328;242805.265625;1063.6241455078125;13.07.2016 06:00;1069.2399258073294;586.2305846877913;1.8239238172412555;114.28610176847131;38;-933.5690255227114;-1047.8551272911827
24.04.2026 18:56;1.9010727405548096;1.9170037508010864;1.9687379598617554;234.0095977783203;234.36366271972656;235.0855255126953;405.54522705078125;406.3653869628906;405.92205810546875;447.8658447265625;452.1263427734375;464.54925537109375;-440.69696044921875;-444.8596496582031;-461.9480895996094;-10.662253379821777;62.2584114074707;48.73400115966797;0.9884231686592102;0.9873546957969666;0.9925229549407959;49.95131301879883;1363.08984375;-1347.614990234375;118.61361694335938;0.9890043139457703;-2.069999933242798;-2.065999984741211;-2.072999954223633;-6.209000110626221;253.1999969482422;250.8000030517578;250.10000610351562;436.3999938964844;433.70001220703125;435.79998779296875;-1541.0999755859375;-512.0;-514.0999755859375;-515.0;-52;-70.0999984741211;10.3999996185302;7.59999990463256;1546.0;516.7999877929688;514.2000122070312;515.0;1.0;-0.9909999966621399;1.0;1.0;49.900001525878906;MPPT;49.96055221557617;2.223478078842163;2.2161026000976562;2.2272250652313232;252.05491638183594;249.95533752441406;249.2346954345703;434.5752258300781;431.7337341308594;434.8936462402344;1669.4404296875;-4.2149658203125;1669.4456787109375;99.99968719482422;242805.265625;1736.4305419921875;13.07.2016 06:15;1744.3725260066678;590.8078868418506;2.9525207175739805;142.85423673646523;47;-1566.6308387500692;-1709.4850754865345
24.04.2026 18:57;2.72849440574646;2.7547388076782227;2.822143316268921;233.92735290527344;234.34982299804688;235.1968231201172;405.6581115722656;406.791015625;406.24273681640625;638.9086303710938;646.0856323242188;664.2973022460938;-637.12353515625;-640.0484619140625;-660.156982421875;7.537758827209473;82.56611633300781;65.75566101074219;0.9968921542167664;0.9909544587135315;0.9955711364746094;49.971527099609375;1951.345703125;-1937.73583984375;176.71749877929688;0.9937074184417725;-2.8919999599456787;-2.9049999713897705;-2.9100000858306885;-8.706999778747559;253.60000610351562;251.3000030517578;250.6999969482422;437.20001220703125;434.70001220703125;436.70001220703125;-2176.199951171875;-724.7000122070312;-725.2000122070312;-726.2000122070312;-24.6000003814697;-61.5;20.3999996185302;16.6000003814697;2176.60009765625;726.0;725.0;725.5;1.0;-0.996999979019165;1.0;1.0;49.900001525878906;MPPT;49.98909378051758;3.0854203701019287;3.0784568786621094;3.0899107456207275;252.6337432861328;250.47120666503906;249.8797607421875;435.45025634765625;432.80999755859375;435.9534606933594;2322.4384765625;-28.040908813476562;2322.60791015625;99.99270629882812;242805.265625;2403.605712890625;13.07.2016 06:30;2419.499115998671;595.3851482475666;4.063754568148249;171.42915265270696;57;-2199.679981025991;-2371.1091336786976
24.04.2026 18:57;3.6314518451690674;3.654104471206665;3.7375082969665527;233.9753875732422;234.5852813720703;235.1570281982422;405.41217041015625;406.5577392578125;406.29534912109375;847.4572143554688;855.1569213867188;877.4771118164062;-848.3411254882812;-850.1712036132812;-875.5601196289062;23.721237182617188;94.53376770019531;72.92638397216797;0.99934983253479;0.9936331510543823;0.998299777507782;49.97377395629883;2582.30419921875;-2574.6298828125;182.977783203125;0.9963794350624084;-3.7860000133514404;-3.802999973297119;-3.808000087738037;-11.397000312805176;254.1999969482422;251.8000030517578;251.1999969482422;438.20001220703125;435.6000061035156;437.6000061035156;-2862.0;-953.7999877929688;-954.7999877929688;-954.9000244140625;-66.5999984741211;-74.4000015258789;7.69999980926513;0;2867.300048828125;957.5999755859375;954.7999877929688;954.9000244140625;1.0;-0.996999979019165;1.0;1.0;49.900001525878906;MPPT;49.97757339477539;3.950822353363037;3.9433748722076416;3.9548182487487793;253.31643676757812;250.79852294921875;250.58421325683594;436.3801574707031;433.6146545410156;437.1893005371094;2980.72314453125;9.033143997192383;2980.73681640625;-99.99954223632812;242805.265625;3075.130859375;13.07.2016 06:45;3094.6257059906743;599.9624096532825;5.158032663711472;152.38146902462842;50;-2880.351722846232;-3032.7331918708605
24.04.2026 18:58;4.475846290588379;4.4996771812438965;4.6008734703063965;234.10350036621094;234.50518798828125;235.26895141601562;405.7811584472656;406.8241271972656;406.4533386230469;1049.4056396484375;1055.1171875;1082.167236328125;-1049.431640625;-1049.5443115234375;-1080.0771484375;44.671321868896484;118.55050659179688;93.46011352539062;1.0;0.9933201670646667;0.998226523399353;49.99774932861328;3186.91845703125;-3178.1474609375;256.90960693359375;0.9970737099647522;-4.629000186920166;-4.656000137329102;-4.664999961853027;-13.949999809265137;254.89999389648438;252.5;251.89999389648438;439.3999938964844;436.79998779296875;438.8999938964844;-3516.199951171875;-1173.0;-1172.800048828125;-1172.9000244140625;-29.7999992370605;-62.599998474121;20.3999996185302;12.3000001907348;3521.5;1175.5;1172.9000244140625;1172.9000244140625;1.0;-0.9990000128746033;1.0;1.0;50.0;MPPT;50.00798416137695;4.808958530426025;4.800878524780273;4.812239170074463;253.98548889160156;251.43646240234375;251.2537841796875;437.5247802734375;434.7677917480469;438.3169860839844;3637.43408203125;-25.071765899658203;3637.5205078125;99.99762725830078;242805.265625;3747.08203125;13.07.2016 07:00;3769.767321501016;604.5397729298568;6.235763948550681;161.9019203645438;53;-3532.4700547064517;-3694.3719750709956
24.04.2026 18:58;4.051581382751465;4.0739054679870605;4.16315221786499;234.13877868652344;234.61705017089844;235.38441467285156;406.09783935546875;407.1136474609375;406.8115234375;949.118896484375;955.6801147460938;980.3046264648438;-950.1570434570312;-949.7730712890625;-978.4558715820312;28.396915435791016;104.84062194824219;82.08744812011719;1.0;0.994279146194458;0.998790442943573;50.00975036621094;2884.56005859375;-2877.992431640625;221.44305419921875;0.997248649597168;-4.203000068664551;-4.2230000495910645;-4.229000091552734;-12.654999732971191;255.0;252.1999969482422;251.8000030517578;439.20001220703125;436.3999938964844;438.8999938964844;-3189.699951171875;-1064.199951171875;-1062.0;-1062.5;-44.4000015258789;-68.5999984741211;15.3999996185302;8.69999980926513;3191.199951171875;1066.4000244140625;1062.0999755859375;1062.5999755859375;1.0;-0.9980000257492065;1.0;1.0;50.0;MPPT;50.020145416259766;4.4069132804870605;4.399225234985352;4.410526752471924;254.17025756835938;251.43551635742188;251.22406005859375;437.69122314453125;434.6932373046875;438.4912414550781;3334.255859375;-10.531023979187012;3334.2724609375;99.99950408935547;242805.265625;3435.405517578125;13.07.2016 07:15;3458.483658079305;602.4293143581881;5.740895364236848;180.94960399262234;60;-3208.364380925096;-3389.3139849177187
24.04.2026 18:59;3.6334316730499268;3.6530473232269287;3.7351789474487305;234.19329833984375;234.44677734375;235.3245391845703;405.9480285644531;406.7493896484375;406.6089172363281;850.7903442382812;856.635009765625;878.9736328125;-850.451904296875;-851.0692749023438;-877.6555786132812;18.54018211364746;92.37047576904297;71.3642578125;0.999567985534668;0.9932531118392944;0.9982033371925354;50.00374984741211;2587.3076171875;-2579.2900390625;184.47109985351562;0.9975716471672058;-3.7829999923706055;-3.799999952316284;-3.806999921798706;-11.390000343322754;254.6999969482422;252.0;251.60000610351562;438.79998779296875;436.1000061035156;438.3999938964844;-2866.0;-955.7999877929688;-954.7000122070312;-955.4000244140625;-57.4000015258789;-72.8000030517578;15.4000015258789;0;2867.300048828125;958.0999755859375;954.0999755859375;955.0;1.0;-0.996999979019165;1.0;1.0;50.0;MPPT;50.00676345825195;4.0126190185546875;4.005236625671387;4.016645431518555;253.7257080078125;251.061279296875;250.6977996826172;436.9592590332031;433.97857666015625;437.60858154296875;3030.5576171875;7.851125240325928;3030.56787109375;-99.99966430664062;242805.265625;3126.563232421875;13.07.2016 07:30;3147.1999946575934;600.3188557865194;5.242547296859813;199.9972876207009;66;-2884.2587071437406;-3084.2559947644413
